account_id,client_id,account_type,opening_date
2616,1595,joint,2017-04-22
2617,1501,entreprise,2023-07-29
2618,36,entreprise,2015-08-17
2619,685,entreprise,2017-01-27
2620,2721,entreprise,2021-08-05
2621,2265,courant,2023-03-16
2622,532,épargne,2019-08-06
2623,1901,entreprise,2021-06-19
2624,2298,entreprise,2016-09-12
2625,3104,joint,2021-03-12
2626,360,épargne,2022-08-29
2627,1503,courant,2022-10-20
2628,305,épargne,2025-01-19
2629,2200,entreprise,2015-08-15
2630,2571,entreprise,2023-08-06
2631,868,courant,2017-06-28
2632,2748,joint,2021-01-15
2633,2967,courant,2016-02-08
2634,797,entreprise,2016-03-19
2635,2580,joint,2023-09-16
2636,424,entreprise,2023-10-12
2637,877,épargne,2019-04-19
2638,927,entreprise,2021-01-26
2639,205,joint,2022-06-23
2640,1532,épargne,2016-01-10
2641,1676,joint,2016-05-02
2642,2348,épargne,2020-01-18
2643,720,courant,2021-01-02
2644,685,entreprise,2017-09-27
2645,1431,entreprise,2024-04-11
2646,296,entreprise,2021-07-16
2647,828,joint,2019-03-16
2648,1006,courant,2015-08-31
2649,3207,joint,2017-02-12
2650,200,épargne,2019-09-02
2651,2570,courant,2016-01-08
2652,288,entreprise,2020-04-10
2653,2949,courant,2023-05-27
2654,2848,courant,2021-11-05
2655,1446,courant,2023-10-08
2656,626,épargne,2020-04-27
2657,2516,épargne,2022-05-06
2658,2497,entreprise,2025-03-25
2659,2190,joint,2020-08-12
2660,2945,joint,2021-06-05
2661,2173,épargne,2016-01-20
2662,2438,joint,2018-10-03
2663,2984,courant,2018-05-21
2664,990,épargne,2019-04-08
2665,898,joint,2024-06-27
2666,710,joint,2020-06-25
2667,425,courant,2024-11-05
2668,1487,épargne,2017-06-24
2669,1977,courant,2020-01-03
2670,2071,épargne,2020-08-20
2671,1576,entreprise,2018-04-04
2672,2491,entreprise,2024-08-29
2673,2707,joint,2017-11-08
2674,3052,entreprise,2017-08-15
2675,896,entreprise,2019-03-07
2676,526,épargne,2017-02-11
2677,188,joint,2016-10-29
2678,238,joint,2017-07-23
2679,1977,courant,2023-05-21
2680,735,joint,2019-03-27
2681,649,courant,2018-02-08
2682,2498,courant,2023-01-19
2683,899,épargne,2019-03-26
2684,114,courant,2020-11-01
2685,872,courant,2021-02-26
2686,93,courant,2017-03-19
2687,2931,épargne,2020-08-22
2688,2799,épargne,2023-08-07
2689,2811,entreprise,2021-11-09
2690,2733,courant,2021-09-15
2691,2911,entreprise,2019-11-30
2692,259,courant,2019-12-23
2693,575,joint,2025-01-21
2694,1454,joint,2016-01-19
2695,3076,courant,2016-08-13
2696,1489,courant,2022-12-15
2697,1681,entreprise,2016-02-14
2698,1743,joint,2022-01-28
2699,89,entreprise,2020-12-23
2700,1050,joint,2016-11-06
2701,1869,courant,2022-11-14
2702,3080,courant,2017-07-17
2703,643,épargne,2017-01-21
2704,2775,joint,2019-09-09
2705,1630,courant,2015-08-25
2706,2883,courant,2021-03-12
2707,2918,courant,2021-03-24
2708,3069,courant,2022-04-03
2709,959,courant,2016-03-16
2710,2249,épargne,2019-08-05
2711,1361,entreprise,2021-02-27
2712,2946,entreprise,2022-11-18
2713,2865,joint,2021-11-30
2714,339,entreprise,2023-10-19
2715,1898,joint,2023-06-30
2716,251,joint,2019-05-18
2717,995,entreprise,2024-01-24
2718,2240,entreprise,2018-02-25
2719,3062,joint,2023-04-14
2720,3051,courant,2016-11-05
2721,89,épargne,2019-04-16
2722,1296,joint,2019-02-28
2723,76,épargne,2018-11-24
2724,2756,joint,2022-04-06
2725,179,épargne,2025-04-15
2726,2011,joint,2017-11-01
2727,1369,entreprise,2023-02-09
2728,2092,joint,2018-07-24
2729,2573,joint,2017-02-14
2730,478,entreprise,2018-06-16
2731,983,courant,2024-09-23
2732,1943,épargne,2021-12-12
2733,2451,entreprise,2018-07-10
2734,2970,épargne,2020-03-04
2735,582,épargne,2016-04-03
2736,2728,épargne,2020-05-18
2737,524,épargne,2017-04-12
2738,218,courant,2018-12-13
2739,264,épargne,2021-12-20
2740,1860,courant,2024-10-20
2741,2739,entreprise,2021-10-08
2742,1030,joint,2016-07-19
2743,2193,entreprise,2019-10-20
2744,1967,courant,2018-07-03
2745,2218,courant,2021-04-04
2746,1343,épargne,2015-12-14
2747,1454,épargne,2018-01-02
2748,2325,joint,2017-02-22
2749,537,courant,2018-02-01
2750,1777,joint,2016-04-01
2751,2031,entreprise,2020-10-16
2752,1916,joint,2024-11-26
2753,575,épargne,2015-11-10
2754,53,entreprise,2016-04-20
2755,255,épargne,2022-11-05
2756,2765,courant,2023-05-24
2757,2549,joint,2023-05-28
2758,1706,courant,2024-04-30
2759,1363,épargne,2023-06-13
2760,3191,épargne,2018-06-07
2761,3226,courant,2025-06-18
2762,1159,joint,2019-06-12
2763,3139,joint,2024-02-08
2764,1821,épargne,2023-03-24
2765,981,courant,2021-05-08
2766,330,joint,2020-04-14
2767,1277,épargne,2025-01-12
2768,2066,épargne,2018-03-27
2769,2004,joint,2021-08-22
2770,769,joint,2015-09-01
2771,549,épargne,2024-09-10
2772,2128,entreprise,2017-02-06
2773,192,courant,2020-11-22
2774,2457,courant,2020-08-19
2775,120,courant,2025-04-08
2776,775,entreprise,2020-11-10
2777,1886,joint,2019-02-11
2778,2043,entreprise,2023-04-09
2779,1897,joint,2019-01-15
2780,1996,joint,2024-09-10
2781,3237,épargne,2019-04-21
2782,796,entreprise,2021-06-26
2783,112,entreprise,2022-02-05
2784,2086,entreprise,2019-08-17
2785,1928,entreprise,2024-01-27
2786,1187,courant,2019-03-15
2787,876,joint,2020-11-26
2788,2859,joint,2019-04-12
2789,2654,joint,2024-12-16
2790,3166,courant,2015-09-21
2791,31,joint,2019-04-19
2792,2435,épargne,2025-01-22
2793,2817,épargne,2019-10-24
2794,1082,joint,2024-05-06
2795,1989,joint,2019-01-06
2796,2759,joint,2015-08-14
2797,2496,épargne,2021-04-21
2798,2908,courant,2024-02-04
2799,25,joint,2024-05-06
2800,1014,épargne,2021-02-18
2801,1451,courant,2022-02-11
2802,227,joint,2018-03-12
2803,2452,épargne,2017-09-06
2804,1007,épargne,2016-12-11
2805,1738,épargne,2022-06-09
2806,3161,joint,2021-04-30
2807,26,entreprise,2020-09-13
2808,2280,entreprise,2020-07-05
2809,2146,épargne,2019-12-17
2810,1163,épargne,2017-08-19
2811,667,courant,2017-09-07
2812,595,épargne,2023-03-13
2813,627,courant,2017-05-07
2814,911,entreprise,2021-06-05
2815,1275,entreprise,2017-01-10
2816,1858,joint,2024-07-09
2817,2388,courant,2016-08-30
2818,2408,épargne,2018-05-29
2819,160,épargne,2024-09-14
2820,2149,courant,2023-08-09
2821,783,épargne,2025-05-05
2822,1522,épargne,2019-07-03
2823,640,courant,2023-02-09
2824,1011,épargne,2025-02-05
2825,2981,épargne,2016-07-19
2826,3146,épargne,2017-03-12
2827,3212,épargne,2020-07-26
2828,1603,joint,2022-12-27
2829,1333,joint,2016-03-02
2830,2565,courant,2023-10-07
2831,2010,joint,2021-06-28
2832,756,joint,2024-09-07
2833,486,joint,2025-03-06
2834,1365,entreprise,2024-12-03
2835,484,joint,2020-02-29
2836,2095,épargne,2022-10-21
2837,1297,épargne,2018-05-29
2838,1262,entreprise,2018-12-30
2839,1183,joint,2018-06-23
2840,676,courant,2024-09-10
2841,1824,épargne,2024-08-28
2842,1628,courant,2025-04-07
2843,1149,entreprise,2016-01-15
2844,2000,courant,2024-07-22
2845,459,courant,2020-07-13
2846,935,entreprise,2021-08-06
2847,782,épargne,2024-09-28
2848,181,entreprise,2025-04-23
2849,823,courant,2018-01-07
2850,61,épargne,2020-08-18
2851,400,joint,2024-07-13
2852,162,épargne,2016-09-26
2853,224,épargne,2017-07-13
2854,995,courant,2017-09-27
2855,2599,courant,2022-04-23
2856,3128,courant,2021-03-09
2857,2281,épargne,2021-06-19
2858,1975,entreprise,2023-02-06
2859,361,épargne,2015-10-01
2860,2700,joint,2024-05-31
2861,3017,joint,2016-01-25
2862,2767,entreprise,2019-03-07
2863,2213,entreprise,2017-04-28
2864,1133,entreprise,2021-10-03
2865,2607,épargne,2015-08-14
2866,1875,courant,2021-06-15
2867,636,entreprise,2021-12-24
2868,26,entreprise,2022-01-20
2869,2219,entreprise,2019-02-02
2870,2896,entreprise,2024-03-23
2871,180,épargne,2018-08-14
2872,1092,courant,2018-08-03
2873,1554,épargne,2019-10-10
2874,3076,courant,2016-02-29
2875,2658,entreprise,2017-06-15
2876,2044,épargne,2018-01-01
2877,645,joint,2021-01-27
2878,1979,épargne,2022-12-28
2879,1828,courant,2020-09-14
2880,1968,joint,2024-02-14
2881,2597,courant,2017-10-02
2882,2906,entreprise,2023-05-13
2883,3081,courant,2023-04-20
2884,279,entreprise,2017-07-10
2885,1991,épargne,2019-03-01
2886,1069,entreprise,2025-03-06
2887,835,entreprise,2021-06-11
2888,2474,entreprise,2015-08-18
2889,308,entreprise,2020-02-20
2890,750,entreprise,2016-01-28
2891,925,joint,2020-06-18
2892,699,entreprise,2019-06-29
2893,1413,joint,2019-08-02
2894,807,entreprise,2019-12-22
2895,1174,épargne,2017-06-21
2896,550,courant,2023-06-26
2897,2046,entreprise,2017-06-10
2898,1912,épargne,2016-03-13
2899,1947,entreprise,2017-05-03
2900,2081,courant,2018-10-25
2901,2770,courant,2022-03-26
2902,1871,joint,2020-05-09
2903,1655,entreprise,2016-06-25
2904,1631,courant,2024-12-27
2905,2040,entreprise,2022-12-12
2906,3105,courant,2015-10-01
2907,223,entreprise,2020-10-07
2908,901,épargne,2025-01-24
2909,1019,épargne,2017-11-29
2910,2171,entreprise,2022-07-10
2911,2485,courant,2019-03-11
2912,2506,entreprise,2018-10-23
2913,1856,joint,2016-08-07
2914,2025,épargne,2019-12-14
2915,608,entreprise,2021-05-04
2916,2801,entreprise,2017-12-21
2917,1207,entreprise,2020-03-19
2918,401,courant,2023-02-13
2919,1489,courant,2018-04-04
2920,1214,joint,2015-07-16
2921,1602,épargne,2024-07-16
2922,1975,entreprise,2015-12-23
2923,2377,entreprise,2018-12-05
2924,76,épargne,2021-10-09
2925,3120,épargne,2019-10-08
2926,2260,entreprise,2018-09-22
2927,2458,joint,2023-04-14
2928,1670,entreprise,2020-02-06
2929,1423,entreprise,2021-07-25
2930,445,courant,2016-08-23
2931,604,entreprise,2023-01-01
2932,1581,entreprise,2021-03-15
2933,1473,joint,2015-10-10
2934,2716,courant,2019-10-17
2935,399,épargne,2022-01-16
2936,339,entreprise,2017-10-30
2937,3130,joint,2025-03-27
2938,1315,entreprise,2019-09-02
2939,207,joint,2020-12-03
2940,2089,joint,2025-05-18
2941,2909,courant,2022-06-05
2942,356,entreprise,2023-09-03
2943,1468,entreprise,2017-08-31
2944,886,courant,2021-11-01
2945,844,épargne,2016-08-06
2946,731,entreprise,2017-05-26
2947,2438,courant,2023-03-11
2948,1488,joint,2023-02-24
2949,578,entreprise,2022-01-02
2950,1185,épargne,2017-05-22
2951,1805,courant,2020-01-25
2952,624,courant,2018-01-15
2953,1943,joint,2023-04-09
2954,3178,épargne,2021-02-06
2955,65,entreprise,2023-08-19
2956,1142,entreprise,2024-10-20
2957,736,entreprise,2023-05-24
2958,821,entreprise,2017-04-24
2959,1542,courant,2018-02-21
2960,914,épargne,2021-01-16
2961,585,entreprise,2024-12-22
2962,413,joint,2016-10-18
2963,1892,entreprise,2022-03-15
2964,3226,entreprise,2020-02-20
2965,3127,épargne,2023-10-10
2966,1786,joint,2016-04-01
2967,1514,entreprise,2021-11-24
2968,593,courant,2016-03-03
2969,1432,épargne,2022-08-14
2970,3108,entreprise,2016-08-22
2971,2633,courant,2017-12-05
2972,613,épargne,2016-03-08
2973,525,épargne,2022-07-30
2974,891,courant,2016-10-19
2975,139,épargne,2020-02-15
2976,990,courant,2016-03-03
2977,668,joint,2020-07-11
2978,1800,courant,2019-11-10
2979,2547,courant,2022-12-28
2980,159,épargne,2017-05-14
2981,2568,entreprise,2022-07-13
2982,723,entreprise,2018-08-07
2983,2445,joint,2022-09-22
2984,2792,courant,2025-03-11
2985,2518,joint,2020-11-25
2986,3039,épargne,2025-03-23
2987,900,joint,2016-04-06
2988,1083,épargne,2021-05-25
2989,685,courant,2024-04-17
2990,929,entreprise,2024-01-20
2991,135,courant,2020-05-14
2992,545,courant,2016-11-30
2993,776,joint,2017-12-17
2994,892,courant,2023-04-24
2995,1912,épargne,2015-11-19
2996,1229,joint,2016-02-23
2997,1979,épargne,2016-11-27
2998,2059,courant,2025-05-14
2999,1518,courant,2023-07-06
3000,2015,épargne,2015-12-30
3001,720,épargne,2018-10-19
3002,1440,entreprise,2021-06-28
3003,2499,entreprise,2024-07-25
3004,754,entreprise,2018-10-17
3005,3195,épargne,2022-11-11
3006,1054,courant,2015-08-16
3007,1500,joint,2022-12-08
3008,772,entreprise,2020-12-20
3009,843,courant,2023-02-23
3010,9,épargne,2017-10-29
3011,1047,entreprise,2025-02-02
3012,2493,courant,2025-06-26
3013,378,joint,2023-01-04
3014,1745,courant,2020-09-11
3015,12,joint,2025-05-12
3016,2477,entreprise,2016-01-14
3017,2106,courant,2025-03-03
3018,179,entreprise,2016-11-02
3019,2994,courant,2019-11-25
3020,2843,joint,2017-01-18
3021,626,courant,2022-08-14
3022,58,épargne,2021-10-12
3023,3138,entreprise,2025-05-24
3024,2527,joint,2025-02-18
3025,1145,entreprise,2021-07-27
3026,530,épargne,2017-03-05
3027,2983,courant,2017-04-10
3028,1438,épargne,2019-10-28
3029,527,épargne,2016-06-26
3030,2681,joint,2015-11-17
3031,1199,courant,2017-07-19
3032,27,épargne,2024-12-28
3033,2376,courant,2020-09-01
3034,2777,épargne,2015-09-30
3035,2454,entreprise,2017-07-16
3036,1210,entreprise,2025-05-14
3037,1329,épargne,2021-09-14
3038,2617,entreprise,2017-05-19
3039,2507,entreprise,2019-01-16
3040,2575,joint,2023-11-24
3041,778,épargne,2017-11-05
3042,2364,épargne,2016-09-13
3043,995,épargne,2023-03-13
3044,1311,entreprise,2017-04-06
3045,551,courant,2024-09-18
3046,2264,entreprise,2018-10-10
3047,433,joint,2017-07-12
3048,1273,épargne,2017-12-23
3049,351,entreprise,2017-10-21
3050,3042,épargne,2022-07-16
3051,3128,entreprise,2025-02-12
3052,2993,épargne,2016-02-02
3053,2145,joint,2020-12-24
3054,680,entreprise,2021-07-01
3055,2647,courant,2016-07-31
3056,1237,courant,2025-04-13
3057,2427,épargne,2021-08-07
3058,2873,entreprise,2020-03-29
3059,2695,courant,2018-02-20
3060,1310,entreprise,2024-12-09
3061,1735,entreprise,2020-03-04
3062,1078,joint,2020-08-10
3063,2458,entreprise,2022-09-07
3064,1247,entreprise,2017-12-01
3065,292,entreprise,2019-07-30
3066,3104,courant,2022-01-03
3067,1499,épargne,2019-09-13
3068,3090,entreprise,2021-11-30
3069,2425,épargne,2016-10-04
3070,2146,joint,2015-10-02
3071,3224,joint,2019-12-28
3072,1582,épargne,2023-10-10
3073,1155,courant,2022-01-04
3074,396,joint,2020-01-19
3075,1869,épargne,2017-10-15
3076,581,joint,2024-05-01
3077,170,joint,2018-02-03
3078,920,épargne,2022-02-23
3079,2347,épargne,2017-10-24
3080,3074,joint,2024-01-10
3081,2206,joint,2025-03-15
3082,387,courant,2016-08-02
3083,674,entreprise,2024-08-23
3084,47,joint,2016-12-30
3085,1398,courant,2020-06-04
3086,2328,entreprise,2024-09-18
3087,1029,courant,2021-12-23
3088,282,joint,2019-06-17
3089,2350,épargne,2021-03-20
3090,1564,courant,2025-03-30
3091,1831,épargne,2022-11-12
3092,609,joint,2018-03-21
3093,1958,épargne,2016-12-06
3094,874,entreprise,2021-10-14
3095,1100,entreprise,2025-01-12
3096,3204,courant,2016-08-19
3097,1432,courant,2020-03-15
3098,2401,joint,2016-07-11
3099,1114,joint,2022-06-26
3100,2650,épargne,2017-01-24
3101,1608,courant,2024-01-20
3102,460,entreprise,2021-04-12
3103,886,entreprise,2019-02-27
3104,2177,entreprise,2021-12-16
3105,2526,courant,2022-10-24
3106,646,joint,2019-04-13
3107,2778,entreprise,2023-11-19
3108,2326,entreprise,2025-05-21
3109,447,courant,2019-05-04
3110,919,joint,2023-06-03
3111,2344,joint,2022-09-14
3112,2843,courant,2017-09-28
3113,844,épargne,2022-05-06
3114,1278,épargne,2024-07-08
3115,1184,courant,2025-01-14
3116,2751,entreprise,2017-07-23
3117,718,courant,2019-11-02
3118,2044,épargne,2023-04-30
3119,504,joint,2020-06-24
3120,1562,épargne,2023-04-13
3121,355,joint,2020-08-10
3122,1838,entreprise,2022-12-05
3123,2533,entreprise,2024-08-01
3124,511,joint,2016-10-22
3125,2736,joint,2016-04-23
3126,1763,courant,2020-02-14
3127,575,épargne,2016-04-11
3128,2621,entreprise,2021-03-12
3129,342,épargne,2022-06-17
3130,3204,joint,2018-10-22
3131,3119,entreprise,2021-08-07
3132,2028,épargne,2022-02-25
3133,2897,entreprise,2018-12-20
3134,2479,joint,2021-10-26
3135,1691,courant,2016-05-03
3136,1687,entreprise,2022-10-23
3137,2702,courant,2019-08-10
3138,35,joint,2020-06-08
3139,1632,entreprise,2021-05-12
3140,2643,joint,2018-01-08
3141,1541,courant,2021-10-27
3142,2432,courant,2020-05-09
3143,2316,entreprise,2024-04-04
3144,2945,joint,2024-01-25
3145,897,joint,2024-06-06
3146,1415,entreprise,2017-02-01
3147,2714,épargne,2023-08-18
3148,2095,épargne,2016-03-09
3149,3181,épargne,2021-12-15
3150,2406,épargne,2021-09-14
3151,3102,courant,2024-10-10
3152,355,joint,2021-12-09
3153,190,joint,2021-08-05
3154,2091,joint,2016-06-09
3155,1066,épargne,2019-02-23
3156,1399,courant,2016-03-15
3157,1051,joint,2022-03-08
3158,482,joint,2022-10-28
3159,2067,joint,2022-11-11
3160,1501,entreprise,2021-11-02
3161,2431,entreprise,2020-01-27
3162,666,épargne,2017-09-15
3163,2291,courant,2021-09-10
3164,1753,épargne,2021-07-02
3165,659,joint,2024-07-17
3166,1786,entreprise,2020-02-18
3167,660,joint,2021-03-27
3168,2047,entreprise,2023-06-25
3169,2343,entreprise,2024-05-22
3170,2384,épargne,2018-12-11
3171,1412,joint,2025-04-25
3172,819,courant,2024-11-04
3173,2047,entreprise,2016-06-12
3174,2275,entreprise,2020-05-13
3175,1048,joint,2025-04-05
3176,3092,joint,2022-08-23
3177,1330,entreprise,2020-09-23
3178,1953,courant,2023-02-24
3179,794,joint,2019-07-18
3180,3019,courant,2022-10-24
3181,1509,épargne,2023-02-07
3182,356,entreprise,2020-11-21
3183,3064,joint,2020-09-02
3184,2614,épargne,2016-08-14
3185,2074,courant,2019-10-25
3186,1815,joint,2023-03-27
3187,493,joint,2024-10-31
3188,2311,entreprise,2017-05-28
3189,2467,courant,2018-04-09
3190,344,entreprise,2023-12-16
3191,739,entreprise,2017-11-21
3192,3102,épargne,2021-06-30
3193,2199,entreprise,2019-08-17
3194,663,épargne,2022-06-14
3195,1585,épargne,2025-06-14
3196,1619,entreprise,2020-04-01
3197,2168,joint,2020-07-06
3198,1332,courant,2016-01-15
3199,2146,courant,2018-03-04
3200,2771,courant,2022-06-04
3201,3037,joint,2018-02-06
3202,805,épargne,2019-02-10
3203,1429,joint,2021-01-19
3204,3216,joint,2025-03-02
3205,2458,entreprise,2020-09-02
3206,1304,joint,2021-11-19
3207,1446,entreprise,2024-04-09
3208,1455,épargne,2024-12-26
3209,978,courant,2023-05-26
3210,1386,courant,2021-09-09
3211,2620,joint,2023-09-24
3212,1741,joint,2021-04-01
3213,90,courant,2019-08-10
3214,2443,courant,2018-10-01
3215,3057,joint,2021-11-27
3216,1729,joint,2016-08-27
3217,1300,joint,2023-06-27
3218,1939,épargne,2020-03-21
3219,2523,joint,2021-09-07
3220,2976,entreprise,2020-04-20
3221,360,courant,2024-05-05
3222,1033,épargne,2016-12-09
3223,1540,épargne,2021-10-08
3224,1120,entreprise,2021-12-09
3225,3,courant,2020-05-30
3226,584,entreprise,2022-12-17
3227,2658,entreprise,2020-01-06
3228,3219,entreprise,2021-06-14
3229,1608,joint,2016-03-25
3230,285,entreprise,2022-03-12
3231,1362,entreprise,2024-05-06
3232,163,courant,2019-03-17
3233,2619,entreprise,2020-12-19
3234,2846,courant,2022-05-14
3235,573,joint,2024-08-15
3236,3046,épargne,2024-12-19
3237,474,entreprise,2022-01-25
3238,1028,épargne,2015-08-21
3239,495,épargne,2021-09-22
3240,314,courant,2018-11-12
3241,2417,épargne,2016-05-13
3242,2993,courant,2016-04-10
3243,1799,épargne,2016-08-13
3244,103,épargne,2016-10-29
3245,517,courant,2024-08-31
3246,1222,courant,2016-04-10
3247,1490,entreprise,2025-03-02
3248,638,courant,2025-02-21
3249,1619,épargne,2023-10-21
3250,2516,joint,2022-07-02
3251,1060,entreprise,2024-01-17
3252,3008,épargne,2015-07-30
3253,1662,entreprise,2015-12-02
3254,3210,joint,2019-08-04
3255,429,courant,2018-02-10
3256,1090,joint,2021-05-17
3257,3087,épargne,2023-03-11
3258,1188,joint,2016-01-15
3259,1588,joint,2019-02-11
3260,1782,courant,2022-05-30
3261,60,entreprise,2018-06-02
3262,2113,épargne,2016-06-27
3263,2572,épargne,2021-10-03
3264,937,épargne,2018-06-16
3265,3092,entreprise,2015-12-30
3266,2276,joint,2017-02-28
3267,1990,courant,2025-04-01
3268,1151,épargne,2018-03-26
3269,1081,épargne,2021-05-24
3270,1417,épargne,2025-03-20
3271,1500,joint,2020-01-11
3272,2710,joint,2023-06-27
3273,1087,joint,2016-08-23
3274,1098,épargne,2021-03-12
3275,2430,épargne,2020-11-23
3276,187,joint,2017-06-11
3277,2236,courant,2016-06-16
3278,1253,épargne,2018-04-19
3279,2962,entreprise,2018-04-02
3280,2354,joint,2017-09-26
3281,1595,entreprise,2017-04-17
3282,2722,joint,2015-10-13
3283,588,courant,2021-02-01
3284,1552,joint,2022-04-11
3285,187,joint,2021-05-26
3286,1734,épargne,2018-07-01
3287,1866,joint,2019-06-09
3288,3094,épargne,2021-11-01
3289,38,épargne,2017-06-13
3290,435,entreprise,2023-04-19
3291,2042,joint,2017-05-30
3292,2335,épargne,2021-09-13
3293,2874,courant,2018-07-14
3294,3225,entreprise,2015-10-26
3295,2070,épargne,2019-05-24
3296,1824,entreprise,2021-12-07
3297,2403,courant,2022-05-02
3298,89,épargne,2024-06-09
3299,2624,joint,2017-02-25
3300,1033,épargne,2021-04-15
3301,584,courant,2017-01-09
3302,2066,joint,2018-01-31
3303,2590,entreprise,2019-05-05
3304,1504,épargne,2017-06-18
3305,2017,joint,2023-04-02
3306,2909,courant,2023-04-05
3307,586,entreprise,2019-03-11
3308,1556,courant,2017-01-18
3309,2390,entreprise,2015-09-10
3310,1424,joint,2024-12-03
3311,23,courant,2019-11-09
3312,513,épargne,2025-02-06
3313,1520,entreprise,2017-10-15
3314,2277,épargne,2023-12-04
3315,2730,entreprise,2021-07-06
3316,664,joint,2024-09-05
3317,1810,joint,2018-06-16
3318,702,courant,2017-10-19
3319,817,épargne,2016-02-23
3320,2484,entreprise,2021-04-26
3321,1579,entreprise,2017-05-14
3322,1718,courant,2016-08-08
3323,2327,épargne,2016-09-14
3324,2433,courant,2016-11-11
3325,1283,entreprise,2018-03-14
3326,3137,courant,2024-04-20
3327,2330,courant,2019-07-21
3328,1332,entreprise,2023-08-07
3329,1,épargne,2019-04-06
3330,230,entreprise,2021-03-07
3331,615,épargne,2021-07-20
3332,480,joint,2025-02-27
3333,147,joint,2017-08-09
3334,215,joint,2019-02-10
3335,1136,entreprise,2015-11-02
3336,1187,joint,2022-10-21
3337,2071,épargne,2022-08-05
3338,1767,joint,2016-09-18
3339,1595,entreprise,2023-05-07
3340,1788,joint,2021-11-23
3341,609,épargne,2019-10-05
3342,1281,courant,2024-02-06
3343,1243,courant,2024-11-03
3344,3184,joint,2015-09-09
3345,2101,joint,2019-08-07
3346,2010,courant,2022-08-26
3347,2961,courant,2023-11-01
3348,249,épargne,2020-03-08
3349,2952,entreprise,2024-04-06
3350,1956,entreprise,2019-08-14
3351,3210,courant,2023-09-27
3352,2891,entreprise,2015-12-22
3353,1688,joint,2020-12-30
3354,1070,joint,2023-04-19
3355,3178,épargne,2021-12-21
3356,2082,joint,2024-05-14
3357,3086,épargne,2024-02-14
3358,729,entreprise,2019-03-18
3359,2698,courant,2018-11-01
3360,2997,entreprise,2023-12-29
3361,2954,épargne,2017-07-23
3362,2765,courant,2017-12-08
3363,2425,épargne,2023-03-06
3364,28,courant,2022-03-20
3365,3241,épargne,2019-07-06
3366,2345,courant,2021-11-29
3367,2221,courant,2023-12-21
3368,2977,joint,2019-08-14
3369,2495,courant,2023-01-15
3370,628,épargne,2016-11-29
3371,1899,courant,2022-11-11
3372,1292,épargne,2024-06-27
3373,3026,épargne,2020-11-14
3374,1063,épargne,2023-06-01
3375,1213,courant,2022-10-16
3376,83,joint,2019-09-21
3377,2637,joint,2025-04-25
3378,2381,courant,2017-12-18
3379,1960,entreprise,2019-10-09
3380,2419,courant,2016-03-29
3381,3217,courant,2021-02-01
3382,1191,courant,2022-03-06
3383,1968,joint,2024-05-10
3384,2940,joint,2018-11-06
3385,982,entreprise,2022-07-24
3386,2480,joint,2024-03-10
3387,1809,entreprise,2025-01-24
3388,1847,joint,2023-11-01
3389,2069,courant,2021-06-29
3390,548,entreprise,2018-08-13
3391,2005,épargne,2022-12-02
3392,1886,entreprise,2017-12-24
3393,2244,courant,2022-01-31
3394,1833,épargne,2021-12-10
3395,342,entreprise,2016-07-30
3396,432,joint,2023-12-22
3397,2758,épargne,2021-04-25
3398,3213,épargne,2022-12-01
3399,1918,courant,2021-01-11
3400,2967,joint,2025-02-26
3401,2540,épargne,2019-05-06
3402,3007,joint,2017-06-06
3403,1085,courant,2021-11-11
3404,2590,joint,2020-07-26
3405,244,joint,2017-06-08
3406,708,entreprise,2022-03-05
3407,1260,joint,2015-12-04
3408,1470,joint,2023-05-02
3409,2331,joint,2024-06-11
3410,2712,entreprise,2018-02-28
3411,937,joint,2020-08-01
3412,656,épargne,2020-01-11
3413,3236,épargne,2021-06-29
3414,3189,entreprise,2017-11-19
3415,100,entreprise,2023-06-10
3416,1191,entreprise,2021-04-04
3417,1370,courant,2020-08-19
3418,1998,joint,2023-08-06
3419,3102,courant,2019-09-11
3420,1670,joint,2021-08-10
3421,2489,épargne,2022-06-30
3422,1522,épargne,2025-05-28
3423,762,courant,2016-02-14
3424,1588,épargne,2019-06-08
3425,2426,entreprise,2020-10-07
3426,977,entreprise,2021-12-02
3427,1741,entreprise,2022-07-21
3428,631,entreprise,2019-03-01
3429,507,courant,2023-10-10
3430,729,courant,2020-05-20
3431,2817,courant,2020-01-23
3432,2473,courant,2019-07-09
3433,2934,épargne,2023-07-02
3434,2340,entreprise,2021-01-25
3435,3201,courant,2021-09-23
3436,1113,entreprise,2025-05-14
3437,2496,joint,2017-06-11
3438,243,joint,2017-09-16
3439,1593,épargne,2021-09-18
3440,3005,courant,2016-10-18
3441,316,courant,2020-04-21
3442,472,entreprise,2024-12-01
3443,3079,courant,2017-07-16
3444,2709,épargne,2021-12-01
3445,365,épargne,2022-05-01
3446,2481,entreprise,2023-08-24
3447,2072,joint,2016-06-30
3448,2522,épargne,2024-05-30
3449,1196,épargne,2018-11-22
3450,537,entreprise,2022-01-18
3451,1865,courant,2021-11-22
3452,283,joint,2024-07-04
3453,107,épargne,2024-11-10
3454,419,épargne,2022-10-04
3455,2564,épargne,2020-02-14
3456,690,courant,2020-10-13
3457,135,courant,2021-07-15
3458,1926,entreprise,2024-07-29
3459,2324,épargne,2015-07-14
3460,1538,joint,2021-02-09
3461,288,joint,2024-09-09
3462,1732,entreprise,2016-01-26
3463,1541,entreprise,2017-02-04
3464,324,joint,2024-11-09
